Recipe,Name,Amount,Unit
Bagekartofler,Blødt smør,150,g
Bagekartofler,Finthakket skalotteløg,2,tsk
Bagekartofler,Hakket frisk timian,2,tsk
Bagekartofler,Sød fransk sennep,0,5,½tsk
Bagekartofler,Friskkværnet peber,0,stk
Skinkestang,Butterdej fra køl - ca. 24 x 40 cm ca. 275 g,1,plade
Skinkestang,Smør,10,g
Skinkestang,Champignoner i skiver,250,g
Skinkestang,Kogt røget skinke,100,g
Skinkestang,Flødeost,200,g
Skinkestang,Sennep,1,spsk
Skinkestang,Klippet purløg,4,spsk
Skinkestang,Groft salt,0,25,¼tsk
Skinkestang,Friskkværnet peber,0,stk
Skinkestang,Sammenpisket æg,0,stk
Pommes frites i airfryer,Bagekartofler,750,g
Pommes frites i airfryer,Smagsneutral olie,1,spsk
Pommes frites i airfryer,Groft salt,2,tsk
Pommes frites i airfryer,Hvidløgspulver,1,tsk
Pommes frites i airfryer,Tørret oregano,1,tsk
Pommes frites i airfryer,Tørret timian,1,tsk
Pommes frites i airfryer,Tørret basilikum,1,tsk
Pommes frites i airfryer,Paprika,0,5,½tsk
Pommes frites i airfryer,Cayennepeber,0,25,¼tsk
Hindbærsnitter,Koldt smør,200,g
Hindbærsnitter,Hvedemel ca. 6 dl,350,g
Hindbærsnitter,Flormelis ca. 3 dl,150,g
Hindbærsnitter,Vaniljesukker,1,spsk
Hindbærsnitter,Æg,1,stk
Hindbærsnitter,Flormelis ca. 4 dl,200,g
Hindbærsnitter,Vand,2,spsk
Hindbærsnitter,Hindbærmarmelade,1,5,½dl
Hindbærsnitter,Frysetørrede hindbær støv eller krymmel,0,stk
Tunfiskemousse,Tun i vand eller olie a ca. 150 g,3,dåser
Tunfiskemousse,Blødt smør,200,g
Tunfiskemousse,Creme fraiche,1,dl
Tunfiskemousse,Friskpresset citronsaft,1,tsk
Tunfiskemousse,Groft salt,0,5,½tsk
Tunfiskemousse,Friskkværnet peber,0,stk
Tunfiskemousse,Brøndkarse,0,stk
Tunfiskemousse,16-20 skiver ristet flutes eller hjertebrød,0,stk
Forloren hare,Hakket grise- og kalvekød ca. 6% fedt,400,g
Forloren hare,Groft salt,1,tsk
Forloren hare,Friskkværnet peber,0,stk
Forloren hare,Finvalsede havregryn ca. 1 dl,40,g
Forloren hare,Mælk,0,5,½dl
Forloren hare,Æg,1,stk
Forloren hare,Bacon i skiver ca. 100 g,125,g
Forloren hare,Mælk,2,5,½dl
Forloren hare,Madlavningsfløde,0,25,¼liter
Forloren hare,Ribsgelé,1,spsk
Forloren hare,Groft salt,0,75,¾tsk
Forloren hare,Friskkværnet peber,0,stk
Forloren hare,Saucejævner,1,spsk
Forloren hare,Evt. kulør,0,stk
Forloren hare,Kartofler - koges,1,kg
Forloren hare,Dampede blandede grøntsager fx broccoli og grønne bønner,600,g
Forloren hare,Ribsgelé,0,stk
Pavlova,Æggehvide,150,g
Pavlova,Sukker ca. 3 dl,300,g
Pavlova,Vaniljestang,1,stk
Pavlova,Flormelis,2,spsk
Pavlova,Piskefløde - pisket til et let skum,2,5,½dl
Pavlova,Jordbær hindbær blåbær og/eller kirsebær,500,g
Pavlova,Flormelis,0,stk
Pavlova,Spiselige blomster fx syren,0,stk
Hjemmelavet flødeis,Æggeblommer,4,stk
Hjemmelavet flødeis,Sukker ca. 1 dl,85,g
Hjemmelavet flødeis,Piskefløde,0,5,½liter
Hjemmelavet flødeis,Flækket vaniljestang,1,stk
Citronfromage,Husblas,4,blade
Citronfromage,Æg ca. 1½ dl,3,stk
Citronfromage,Sukker ca. 1¼ dl,100,g
Citronfromage,Fintrevet citronskal usprøjtet,1,tsk
Citronfromage,Friskpresset citronsaft,0,5,½dl
Citronfromage,Piskefløde,0,25,¼liter
Citronfromage,Stor citron usprøjtet,1,stk
Citronfromage,Sukker ca. 1 dl,85,g
Citronfromage,Vand,1,dl
Citronfromage,Finthakkede grønne usaltede pistacienødder,0,stk
Karbonader med ærter og gulerødder,Hakket grisekød ca. 6% fedt,400,g
Karbonader med ærter og gulerødder,Æg,1,stk
Karbonader med ærter og gulerødder,Vand,2,spsk
Karbonader med ærter og gulerødder,Rasp ca. 1 dl,50,g
Karbonader med ærter og gulerødder,Groft salt,0,75,¾tsk
Karbonader med ærter og gulerødder,Friskkværnet peber,0,stk
Karbonader med ærter og gulerødder,Smør,40,g
Karbonader med ærter og gulerødder,Hvedemel,2,5,½spsk
Karbonader med ærter og gulerødder,Mælk,2,5,½dl
Karbonader med ærter og gulerødder,Grøntsagsbouillon,2,5,½dl
Karbonader med ærter og gulerødder,Smør,20,g
Karbonader med ærter og gulerødder,Gulerødder i små tern ca. 375 g,5,stk
Karbonader med ærter og gulerødder,Frosne ærter,300,g
Karbonader med ærter og gulerødder,Finthakket kruspersille,1,dl
Karbonader med ærter og gulerødder,Groft salt,0,5,½tsk
Karbonader med ærter og gulerødder,Kartofler - koges ca. kg,1,kg
Karbonader med ærter og gulerødder,Sennep,0,stk
Butter chicken,Stødt kardemomme,2,tsk
Butter chicken,Stødt koriander,2,tsk
Butter chicken,Garam masala,2,tsk
Butter chicken,Stødt chili,1,tsk
Butter chicken,Fintrevet frisk ingefær,2,spsk
Butter chicken,Pressede fed hvidløg,5,stk
Butter chicken,Græsk yoghurt,1,5,½dl
Butter chicken,Koncentreret tomatpuré,2,spsk
Butter chicken,Groft salt,2,tsk
Butter chicken,Sukker,0,5,½tsk
Butter chicken,Udbenet kyllingeoverlår i mundrette stykker,500,g
Butter chicken,Smør,50,g
Butter chicken,Grofthakkede løg,2,stk
Butter chicken,Hakkede tomater,1,dåse
Butter chicken,Hønsebouillon,1,dl
Butter chicken,Piskefløde,1,dl
Butter chicken,Smør,20,g
Butter chicken,Frisk koriander,0,stk
Butter chicken,Evt. piskefløde meget let pisket,0,stk
Butter chicken,Ristede grofthakkede cashewnødder,0,stk
Butter chicken,Kogte basmatiris,0,stk
Butter chicken,Lunt naanbrød,0,stk
Pizza Bianco,Portion langtidshævet pizzadej se opskrift i link,1,stk
Pizza Bianco,Små nye kartofler,400,g
Pizza Bianco,Fint salt,1,tsk
Pizza Bianco,Creme fraiche 38%,3,dl
Pizza Bianco,Fed hvidløg knust,1,stk
Pizza Bianco,Citron usprøjtet,0,5,Skalfra½
Pizza Bianco,Friskkværnet peber,0,stk
Pizza Bianco,Mozzarellaost i tern,150,g
Pizza Bianco,Blade fra frisk rosmarin,2,dl
Pizza Bianco,Jomfruolivenolie  til topping,4,spsk
Kartoffelpizza,Olivenolie,2,spsk
Kartoffelpizza,Sambal oelek eller chilipasta,1,spsk
Kartoffelpizza,Knust fed hvidløg,1,stk
Kartoffelpizza,Pizzadeje ca. 600 g,2,stk
Kartoffelpizza,Kartofler i meget tynde skiver,600,g
Kartoffelpizza,Olivenolie,3,spsk
Kartoffelpizza,Finthakket frisk rosmarin,3,spsk
Kartoffelpizza,Flagesalt,1,5,½tsk
Kartoffelpizza,Mozzarellaost i tern,150,g
Kartoffelpizza,Små bløde rosmarinkviste,0,stk
Kartoffelpizza,Flagesalt,0,stk
Kartoffelpizza,Groftkværnet peber,0,stk
Havregrød,Grovvalsede havregryn,2,dl
Havregrød,Mælk,2,dl
Havregrød,Vand,2,dl
Havregrød,Groft salt,0,25,¼tsk
Havregrød,Røde æbler i små tern,0,stk
Havregrød,Grofthakkede mandler,0,stk
Havregrød,Tørrede tranebær,0,stk
Amerikanske pandekager,Hvedemel ca. 5 dl,300,g
Amerikanske pandekager,Mælk,3,dl
Amerikanske pandekager,Kvark skyr eller græsk yoghurt,2,dl
Amerikanske pandekager,Æg,2,stk
Amerikanske pandekager,Sukker,2,spsk
Amerikanske pandekager,Groft salt,0,25,¼tsk
Amerikanske pandekager,Bagepulver,1,5,½tsk
Amerikanske pandekager,Smør - smeltet,50,g
Amerikanske pandekager,Ahornsirup,1,dl
Amerikanske pandekager,Blåbær,100,g
Amerikanske pandekager,Smør,50,g
Spidskålssalat,Fraiche,1,dl
Spidskålssalat,Fintrevet citronskal usprøjtet,2,tsk
Spidskålssalat,Friskpresset citronsaft,1,spsk
Spidskålssalat,Groft salt,0,5,½tsk
Spidskålssalat,Friskkværnet peber,0,stk
Spidskålssalat,Røde æbler i tynde både ca. 250 g,2,stk
Spidskålssalat,Fintsnittet spidskål,300,g
Spidskålssalat,Grofthakket bredbladet persille,1,dl
Pasta med kødsauce,Tørret pasta fx spaghetti,400,g
Pasta med kødsauce,Smør,25,g
Pasta med kødsauce,Hakkede løg ca. 150 g,2,stk
Pasta med kødsauce,Hakket fed hvidløg,1,stk
Pasta med kødsauce,Hakket oksekød ca. 6% fedt,400,g
Pasta med kødsauce,Blandede grøntsager revet eller i små tern fx gulerod fennikel knoldselleri blegselleri eller svampe,300,g
Pasta med kødsauce,Koncentreret tomatpuré,3,spsk
Pasta med kødsauce,Hakkede tomater,1,dåse
Pasta med kødsauce,Vand,1,5,½dl
Pasta med kødsauce,Tørret timian,1,tsk
Pasta med kødsauce,Groft salt,2,tsk
Pasta med kødsauce,Friskkværnet peber,0,stk
Burrata salat,Mix cherrytomater,250,g
Burrata salat,Rødløg,0,25,¼
Burrata salat,Babysalatblade,2,dl
Burrata salat,Basilikumblade,0,5,½dl
Burrata salat,Burrata ost,1,stk
Burrata salat,Balsamico glaze,1,spsk
Burrata salat,Friskkværnet peber,0,stk
Burrata salat,Flagesalt,0,stk
Dalgona kaffe,Frysetørret kaffepulver,2,spsk
Dalgona kaffe,Sukker,2,spsk
Dalgona kaffe,Kogende vand,2,spsk
Dalgona kaffe,Mælk,4,dl
Dalgona kaffe,Isterninger,4,stk
Dalgona kaffe,Hakket mørk chokolade,0,stk
Gulerodskage med flødeostcreme,Blødt smør,300,g
Gulerodskage med flødeostcreme,Brun farin ca. 5 dl,300,g
Gulerodskage med flødeostcreme,Æg,4,stk
Gulerodskage med flødeostcreme,Hvedemel ca. 5 dl,300,g
Gulerodskage med flødeostcreme,Stødt kanel,3,tsk
Gulerodskage med flødeostcreme,Bagepulver,3,tsk
Gulerodskage med flødeostcreme,Fintrevne gulerødder ca. 450 g,7,stk
Gulerodskage med flødeostcreme,Hakkede valnøddekerner,100,g
Gulerodskage med flødeostcreme,Rosiner ca. dl,2,dl
Gulerodskage med flødeostcreme,Flødeost,400,g
Gulerodskage med flødeostcreme,Flormelis ca. 1 dl,100,g
Gulerodskage med flødeostcreme,Fintrevet citronskal usprøjtet,4,tsk
Gulerodskage med flødeostcreme,Friskpresset citronsaft,4,tsk
Gulerodskage med flødeostcreme,Hakkede valnøddekerner,0,stk
Gulerodskage med flødeostcreme,Fintrevet citronskal usprøjtet,0,stk
Pandekager uden æg,Hvedemel ca. 3 dl,225,g
Pandekager uden æg,Sukker,1,tsk
Pandekager uden æg,Bagepulver,1,tsk
Pandekager uden æg,Groft salt,0,5,½tsk
Pandekager uden æg,Mælk,6,dl
Pandekager uden æg,Smør - smeltet,25,g
Pandekager uden æg,Smør til bagning,25,g
Pandekager uden æg,Piskefløde,1,5,½dl
Pandekager uden æg,Sukker,2,spsk
Pandekager uden æg,Friske hindbær,75,g
Pandekager uden æg,Hakkede basilikumblade,0,5,½dl
Pandekager uden æg,Sukker,4,spsk
Pandekager uden æg,Friske hindbær,0,stk
Pandekager uden æg,Frisk basilikum,0,stk
Rabarbermuffins med hvid chokolade og mandler,Smør,250,g
Rabarbermuffins med hvid chokolade og mandler,Sukker ca. 3 dl,250,g
Rabarbermuffins med hvid chokolade og mandler,Æg,4,stk
Rabarbermuffins med hvid chokolade og mandler,Rabarber i mindre stykker friske eller frosne,300,g
Rabarbermuffins med hvid chokolade og mandler,Grofthakket hvid chokolade,100,g
Rabarbermuffins med hvid chokolade og mandler,Hvedemel ca. 5 dl,300,g
Rabarbermuffins med hvid chokolade og mandler,Smuttede hakkede mandler,100,g
Rabarbermuffins med hvid chokolade og mandler,Bagepulver,1,spsk
Rabarbermuffins med hvid chokolade og mandler,Fintrevet appelsinskal usprøjtet,1,spsk
Guacamole,Modne avocadoer ca. 325 g,2,stk
Guacamole,Friskpresset limesaft,2,tsk
Guacamole,Finthakket salatløg,1,5,½spsk
Guacamole,Lille fed hvidløg presset,1,stk
Guacamole,Creme fraiche,2,spsk
Guacamole,Groft salt,0,5,½tsk
Coleslaw,Fraiche,2,dl
Coleslaw,Mayonnaise,1,spsk
Coleslaw,Dijonsennep,1,5,½tsk
Coleslaw,Friskpresset citronsaft,1,5,½tsk
Coleslaw,Sukker,1,tsk
Coleslaw,Groft salt,1,tsk
Coleslaw,Friskkværnet peber,0,stk
Coleslaw,Groftrevne gulerødder ca. 250 g,4,stk
Coleslaw,Fintsninttet hvidkål,250,g
Coleslaw,Grofthakket frisk kruspersille,0,stk
Coleslaw,Grillstegt kyllingefilet,500,g
Coleslaw,Groft brød,240,g
Mormordressing,Piskefløde,1,dl
Mormordressing,Flormelis,1,spsk
Mormordressing,Friskpresset citronsaft,1,spsk
Mormordressing,Groft salt,0,5,½tsk
Mormordressing,Friskkværnet peber,0,stk
Mormordressing,Hovedsalat - revet i mindre stykker,325,g
Råcreme,Flormelis,4,spsk
Råcreme,Æggeblommer,4,stk
Råcreme,Vaniljestang - kornene heraf,1,stk
Råcreme,Piskefløde,4,dl
Æggekage,Æg,8,stk
Æggekage,Piskefløde,1,5,½dl
Æggekage,Vand,1,dl
Æggekage,Frisk hakket kruspersille,1,dl
Æggekage,Groft salt,1,tsk
Æggekage,Friskkværnet peber,0,stk
Æggekage,Smør,25,g
Æggekage,Bacon - stegt,125,g
Æggekage,Cherrytomater skåret i halve,150,g
Æggekage,Kviste af kruspersille,0,stk
Æggekage,Groft rugbrød,240,g
Omelet i airfryer,Æg,4,stk
Omelet i airfryer,Mælk,1,dl
Omelet i airfryer,Groft salt,0,5,½tsk
Omelet i airfryer,Friskkværnet peber,0,stk
Omelet i airfryer,Revet lagret havartiost,50,g
Omelet i airfryer,Smørspray,0,stk
Grillet spidskål,Jomfruolivenolie,2,spsk
Grillet spidskål,Vineddike,0,5,½spsk
Grillet spidskål,Dijonsennep,0,5,½tsk
Grillet spidskål,Groft salt,0,25,¼tsk
Grillet spidskål,Friskkværnet peber,0,stk
Grillet spidskål,Græskarkerner,0,5,½dl
Grillet spidskål,Spidskål,1,stk
Grillet spidskål,Salatost i tern,100,g
Brownies,Smør,250,g
Brownies,Mørk chokolade i små stykker,150,g
Brownies,Æg,4,stk
Brownies,Sukker ca. 3 dl,250,g
Brownies,Hvedemel ca. 2½ dl,150,g
Brownies,Kakaopulver,3,spsk
Brownies,Hakkede valnøddekerner,200,g
Rabarbergrød,Rensede rabarber i ca. 1 cm skiver,500,g
Rabarbergrød,Rørsukker ca. 1¾ dl,150,g
Rabarbergrød,Kartoffelmel,1,5,½tsk
Rabarbergrød,Vand,1,5,½tsk
Rabarbergrød,Piskefløde,2,5,½dl
Smørcreme,Blødt smør,150,g
Smørcreme,Flormelis ca. 3 dl,150,g
Smørcreme,Vaniljesukker,1,spsk
Iskaffe,Kold espressokaffe eller stærk kaffe,0,75,¾dl
Iskaffe,Kold mælk,2,dl
Iskaffe,Store isterninger,6,stk
Iskaffe,Brun farin eller sukker,1,tsk
Frosting,Flormelis ca. 4 dl,200,g
Frosting,Blødt smør,100,g
Frosting,Flødeost,200,g
Frosting,Friskpresset citronsaft,1,tsk
Sommerkage med friske bær,Sukker ca. 2 dl,175,g
Sommerkage med friske bær,Vaniljesukker,1,tsk
Sommerkage med friske bær,Æg,2,stk
Sommerkage med friske bær,Smør - smeltet,100,g
Sommerkage med friske bær,Mælk,1,dl
Sommerkage med friske bær,Hvedemel ca. 3 dl,175,g
Sommerkage med friske bær,Bagepulver,1,tsk
Sommerkage med friske bær,Piskefløde,2,dl
Sommerkage med friske bær,Friske jordbær,150,g
Sommerkage med friske bær,Friske hindbær ca. g,75,g
Sommerkage med friske bær,Friske blåbær,75,g
Sommerkage med friske bær,Friske ribs,75,g
Marineret mørbrad,Brun farin,4,spsk
Marineret mørbrad,Sojasauce,4,spsk
Marineret mørbrad,Knuste fed hvidløg,2,stk
Marineret mørbrad,Finthakket rød chilipeber,2,tsk
Marineret mørbrad,Svinemørbrad ca. 400 g,1,stk
Marineret mørbrad,Smør,20,g
Marineret mørbrad,Flagesalt,0,stk
Bananpandekager,Æg,3,stk
Bananpandekager,Finvalsede havregryn,75,g
Bananpandekager,Bananer,2,stk
Bananpandekager,Bagepulver,1,tsk
Bananpandekager,Groft salt,0,5,½tsk
Bananpandekager,Smør,20,g
Bananpandekager,Skyr naturel,0,stk
Bananpandekager,Blandede bær,0,stk
Bananpandekager,Honning,0,stk
Tomatsalat med hvid ost og oliven,Store tomater i skiver,4,stk
Tomatsalat med hvid ost og oliven,Rødløg i tynde skiver,1,stk
Tomatsalat med hvid ost og oliven,Salatost i tern,200,g
Tomatsalat med hvid ost og oliven,Sorte oliven,50,g
Tomatsalat med hvid ost og oliven,Olivenolie,1,spsk
Tomatsalat med hvid ost og oliven,Mørk balsamicoeddike,1,spsk
Tomatsalat med hvid ost og oliven,Sukker,1,tsk
Tomatsalat med hvid ost og oliven,Groft salt,0,5,½tsk
Tomatsalat med hvid ost og oliven,Friskkværnet peber,0,stk
Tomatsalat med hvid ost og oliven,Frisk basilikum,0,stk
Havregrynskugler - de nemme,Finvalsede havregryn ca. 5¾ dl,175,g
Havregrynskugler - de nemme,Flormelis ca. 2 dl,100,g
Havregrynskugler - de nemme,Kakaopulver ca. 25 g,4,5,½spsk
Havregrynskugler - de nemme,Blødt smør,100,g
Havregrynskugler - de nemme,Vand kaffe eller juice,2,spsk
Havregrynskugler - de nemme,Kokosmel flormelis eller kakao,1,Ca.dl
Naanbrød,Hvedemel,250,g
Naanbrød,Bagepulver,1,tsk
Naanbrød,Sukker,1,tsk
Naanbrød,Groft salt,0,5,½tsk
Naanbrød,Vand,1,dl
Naanbrød,Græsk yoghurt,1,dl
Naanbrød,Olivenolie,1,spsk
Naanbrød,Grofthakket bredbladet persille,0,stk
Naanbrød,Finthakket fed hvidløg,2,stk
Naanbrød,Smeltet smør,20,g
Koldhævet pizzadej,Gær,10,g
Koldhævet pizzadej,Lunken vand,3,dl
Koldhævet pizzadej,Pizzamel fx Tipo 00,450,g
Koldhævet pizzadej,Olivenolie,1,spsk
Koldhævet pizzadej,Groft salt,1,tsk
Koldhævet pizzadej,Olivenolie,0,5,½spsk
Koldhævet pizzadej,Durummel,0,stk
Mazarinkage,Blødt smør,150,g
Mazarinkage,Sukker ca. 1¾ dl,150,g
Mazarinkage,Groftrevet marcipan,150,g
Mazarinkage,Æg,3,stk
Mazarinkage,Hvedemel,5,spsk
Mazarinkage,Mørk chokolade,150,g
Mazarinkage,Hakkede ristede smuttede mandler,25,g
Mazarinkage,Spiselige blomster fx hornvioler,0,stk
White russian,8-12 isterninger - evt. knuste,0,stk
White russian,Kold vodka,3,dl
White russian,Kold kaffelikør fx kahlua fx kahlua,3,dl
White russian,Kold mælk,3,dl
Koldskål og ristede havregryn med nødder,Smør,25,g
Koldskål og ristede havregryn med nødder,Sukker,2,spsk
Koldskål og ristede havregryn med nødder,Havregryn,1,5,½dl
Koldskål og ristede havregryn med nødder,Hasselnøddeflager eller hakkede mandler,50,g
Koldskål og ristede havregryn med nødder,Et nip groft salt,0,stk
Koldskål og ristede havregryn med nødder,Koldskål,1,liter
Mørbradgryde,Smør,25,g
Mørbradgryde,Afpudset svinemørbrad i mindre stykker ca. 400 g,1,stk
Mørbradgryde,Bacon i tern,150,g
Mørbradgryde,Rensede champignoner - hele og halve,400,g
Mørbradgryde,Stort rødløg i tynde både ca. 100 g,1,stk
Mørbradgryde,Flåede tomater ca. 400 g,1,dåse
Mørbradgryde,Groft salt,1,tsk
Mørbradgryde,Stærk paprika,1,tsk
Mørbradgryde,Cocktailpølser,200,g
Mørbradgryde,Piskefløde,1,5,½dl
Mørbradgryde,Grofthakket bredbladet persille,0,stk
Mørbradgryde,Ris - kogte,320,g
Græsk kylling,Kyllingefileter ca. 800 g,4,stk
Græsk kylling,Groft salt,1,tsk
Græsk kylling,Friskkværnet peber,0,stk
Græsk kylling,Smør,25,g
Græsk kylling,Finthakkede fed hvidløg,2,stk
Græsk kylling,Hønsebouillon,2,dl
Græsk kylling,Tørret oregano,2,tsk
Græsk kylling,Sojasauce,2,tsk
Græsk kylling,Hvedemel,1,spsk
Græsk kylling,Græsk yoghurt,2,dl
Græsk kylling,Salatost,100,g
Græsk kylling,Kalamataoliven,0,5,½dl
Græsk kylling,Grofthakket bredbladet persille,0,5,½dl
Græsk kylling,Landbrød,250,g
Græsk kylling,Halve cherrytomater og,300,g
Græsk kylling,Agurk i mindre stykker evt. dryppet med lidt eddike,1,stk
Tarteletter med høns i asparges,Høne eller kylling ca. 1100 g,1,stk
Tarteletter med høns i asparges,Vand,1,liter
Tarteletter med høns i asparges,Løg i grove stykker,2,stk
Tarteletter med høns i asparges,Gulerødder i grove stykker,2,stk
Tarteletter med høns i asparges,Porrer i grove stykker,2,stk
Tarteletter med høns i asparges,Laurbærblade,3,stk
Tarteletter med høns i asparges,Groft salt,1,tsk
Tarteletter med høns i asparges,Hvide aspargessnitter ca. 510 g,2,dåser
Tarteletter med høns i asparges,Smør,50,g
Tarteletter med høns i asparges,Hvedemel ca. 1 dl,60,g
Tarteletter med høns i asparges,Piskefløde,1,dl
Tarteletter med høns i asparges,Groft salt,1,5,½tsk
Tarteletter med høns i asparges,Friskkværnet peber,0,stk
Tarteletter med høns i asparges,Tarteletter,24,stk
Tarteletter med høns i asparges,Brøndkarse,0,stk
Quesadillas i airfryer,Sorte bønner ca. 400 g,1,dåse
Quesadillas i airfryer,Forårsløg i tynde skiver,0,5,½bundt
Quesadillas i airfryer,Peberfrugt i små tern,1,stk
Quesadillas i airfryer,Tacokrydderi,0,5,½pose
Quesadillas i airfryer,Groft salt,0,5,½tsk
Quesadillas i airfryer,Olie,1,spsk
Quesadillas i airfryer,Mellem tortillaer,4,stk
Quesadillas i airfryer,Revet cheddarost,100,g
Quesadillas i airfryer,Olie til pensling,1,spsk
Cæsarsalat,Æggeblommer,2,stk
Cæsarsalat,Olivenolie,4,spsk
Cæsarsalat,Friskpresset citronsaft,1,5,½spsk
Cæsarsalat,Lille knust fed hvidløg,1,stk
Cæsarsalat,Dijonsennep,1,tsk
Cæsarsalat,Groft salt,0,25,¼tsk
Cæsarsalat,Friskkværnet peber,0,stk
Cæsarsalat,Revet cheddar- og maasdammerost,75,g
Cæsarsalat,Franskbrød i bidder,100,g
Cæsarsalat,Olivenolie,0,5,½spsk
Cæsarsalat,Blade af romainesalat - 1 salathoved,225,g
Cæsarsalat,Revet cheddar- og maasdammerost,75,g
Marengs kyskager,Æggehvider,3,stk
Marengs kyskager,Sukker ca. 1 dl,85,g
Marengs kyskager,Flormelis ca. 1½ dl,75,g
Vandbakkelser,Vand,2,dl
Vandbakkelser,Smør,100,g
Vandbakkelser,Hvedemel,100,g
Vandbakkelser,Sammenpiskede æg,180,g
Bechamelsauce,Smør,50,g
Bechamelsauce,Hvedemel,4,spsk
Bechamelsauce,Mælk,0,5,½liter
Bechamelsauce,Fintrevet muskatnød,1,tsk
Bechamelsauce,Groft salt,0,5,½tsk
Brunsviger,Mælk,1,dl
Brunsviger,Gær,25,g
Brunsviger,Hvedemel ca. 3½ dl,200,g
Brunsviger,Æg,1,stk
Brunsviger,Blødt smør,40,g
Brunsviger,Sukker,2,tsk
Brunsviger,Groft salt,0,25,¼tsk
Brunsviger,Smør,200,g
Brunsviger,Brun farin ca. 2½ dl,200,g
Kardemommesnurrer,Kardemommefrø,1,tsk
Kardemommesnurrer,Lun mælk,2,5,½dl
Kardemommesnurrer,Gær,25,g
Kardemommesnurrer,Sukker,50,g
Kardemommesnurrer,Æg,1,stk
Kardemommesnurrer,Hvedemel,550,g
Kardemommesnurrer,Groft salt,1,tsk
Kardemommesnurrer,Smør i små tern,100,g
Kardemommesnurrer,Blødt smør,100,g
Kardemommesnurrer,Brun farin,100,g
Kardemommesnurrer,Kogende vand,0,5,½dl
Kardemommesnurrer,Sukker ca. ½ dl,50,g
Kardemommesnurrer,Kardemommefrø,0,5,½tsk
Kardemommesnurrer,Sukker,2,spsk
Risengrød med kanelsukker og smørklat,Vand,3,dl
Risengrød med kanelsukker og smørklat,Grødris ca. 2¼ dl,180,g
Risengrød med kanelsukker og smørklat,Sødmælk,1,liter
Risengrød med kanelsukker og smørklat,Groft salt,0,25,¼tsk
Risengrød med kanelsukker og smørklat,Sukker,4,spsk
Risengrød med kanelsukker og smørklat,Stødt kanel,2,tsk
Risengrød med kanelsukker og smørklat,Smør,50,g
Knuste kartofler,Små nye kartofler kogte,600,g
Knuste kartofler,Smør,25,g
Knuste kartofler,Fed hvidløg knust,1,stk
Knuste kartofler,Flagesalt,0,stk
Knuste kartofler,Revet cheddar- og maasdammerost,75,Ca.g
Chokolademousse,Mørk chokolade,175,g
Chokolademousse,Piskefløde,3,5,½dl
Chokolademousse,Æggeblommer ca. 2 spsk,3,stk
Chokolademousse,Æggehvider,3,stk
Chokolademousse,Sukker,1,spsk
Chokolademousse,Flager af mørk chokolade,0,stk
Cookie dough,Blødt smør,150,g
Cookie dough,Sukker ca. 1½ dl,125,g
Cookie dough,Brun farin ca. 1½ dl,125,g
Cookie dough,Mælk,0,5,½dl
Cookie dough,Vaniljesukker,2,tsk
Cookie dough,Hvedemel ca. 4½ dl,250,g
Cookie dough,Groft salt,0,75,¾tsk
Cookie dough,Grofthakket mørk chokolade eller chokoladeknapper,200,g
Klassisk rejecocktail,Creme fraiche,1,5,½dl
Klassisk rejecocktail,Friskpresset citronsaft,1,5,½tsk
Klassisk rejecocktail,Sukker,0,25,¼tsk
Klassisk rejecocktail,Groft salt,0,5,½tsk
Klassisk rejecocktail,Fintrevet løg,0,25,¼tsk
